filename,url,status,timestamp_utc,error
,https://www.osha.gov/sites/default/files/publications/osha3181.pdf,failed,2025-10-16T13:39:25.377552+00:00,403 Client Error: Forbidden for url: https://www.osha.gov/sites/default/files/publications/osha3181.pdf
20251016T133926Z_whdfs22.pdf,https://www.dol.gov/sites/dolgov/files/WHD/legacy/files/whdfs22.pdf,success,2025-10-16T13:39:26.022725+00:00,
20251016T133925Z_i-9.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-9.pdf,success,2025-10-16T13:39:26.172887+00:00,
,https://www.ftc.gov/system/files/documents/plain-language/bus01-complying-with-the-made-in-usa-standard.pdf,failed,2025-10-16T13:39:27.869666+00:00,404 Client Error: Not Found for url: https://www.ftc.gov/system/files/documents/plain-language/bus01-complying-with-the-made-in-usa-standard.pdf
20251016T133926Z_p15.pdf,https://www.irs.gov/pub/irs-pdf/p15.pdf,success,2025-10-16T13:39:28.606066+00:00,
